drug_target	db_id	drug_name
OPRD1	DB09272	Eluxadoline
OPRK1	DB09272	Eluxadoline
OPRM1	DB09272	Eluxadoline
PDE2A	DB09273	Doxofylline
ADORA2A	DB09273	Doxofylline
ADRB2	DB09273	Doxofylline
AGTR1	DB09279	Fimasartan
CFTR	DB09280	Lumacaftor
GUCY1A2	DB09282	Molsidomine
PDE1A	DB09283	Trapidil
PDE1B	DB09283	Trapidil
PDE1C	DB09283	Trapidil
PDE10A	DB09283	Trapidil
PDE4A	DB09283	Trapidil
PDE4B	DB09283	Trapidil
PDE4C	DB09283	Trapidil
PDE4D	DB09283	Trapidil
PDE7B	DB09283	Trapidil
PDE2A	DB09283	Trapidil
PDE3A	DB09283	Trapidil
PDE3B	DB09283	Trapidil
PDE5A	DB09283	Trapidil
PDE6C	DB09283	Trapidil
PDE11A	DB09283	Trapidil
PDE7A	DB09283	Trapidil
PDE8A	DB09283	Trapidil
PDE8B	DB09283	Trapidil
PDE9A	DB09283	Trapidil
PDE6A	DB09283	Trapidil
PDE6B	DB09283	Trapidil
PDGFRB	DB09283	Trapidil
LTB4R	DB09285	Morniflumate
TBXA2R	DB09285	Morniflumate
ALOX5	DB09285	Morniflumate
PTGS2	DB09285	Morniflumate
ADRA1A	DB09286	Pipamperone
ADRA1B	DB09286	Pipamperone
ADRA1D	DB09286	Pipamperone
DRD4	DB09286	Pipamperone
HTR2B	DB09286	Pipamperone
DRD1	DB09286	Pipamperone
DRD3	DB09286	Pipamperone
ADRA2A	DB09286	Pipamperone
HTR2A	DB09286	Pipamperone
DRD2	DB09286	Pipamperone
CNR1	DB09288	Propacetamol
TRPV1	DB09288	Propacetamol
PTGS2	DB09288	Propacetamol
PTGS1	DB09288	Propacetamol
GRIA1	DB09289	Tianeptine
DRD3	DB09289	Tianeptine
OPRM1	DB09289	Tianeptine
HTR1A	DB09289	Tianeptine
HTR3A	DB09290	Ramosetron
TACR1	DB09291	Rolapitant
MME	DB09292	Sacubitril
CLCNKA	DB09295	Talniflumate
PTGS2	DB09295	Talniflumate
PTGS1	DB09295	Talniflumate
CHRM3	DB09300	Butylscopolamine
CHRM2	DB09300	Butylscopolamine
GDNF	DB09301	Chondroitin sulfate
CCL2	DB09301	Chondroitin sulfate
BDNF	DB09301	Chondroitin sulfate
VEGFA	DB09301	Chondroitin sulfate
PCSK9	DB09302	Alirocumab
PCSK9	DB09303	Evolocumab
HTR1A	DB09304	Setiptiline
HTR1B	DB09304	Setiptiline
HTR1D	DB09304	Setiptiline
HTR1E	DB09304	Setiptiline
HTR1F	DB09304	Setiptiline
HTR2A	DB09304	Setiptiline
HTR2B	DB09304	Setiptiline
HTR2C	DB09304	Setiptiline
HTR3A	DB09304	Setiptiline
HTR3B	DB09304	Setiptiline
HTR3C	DB09304	Setiptiline
HTR3D	DB09304	Setiptiline
HTR3E	DB09304	Setiptiline
HTR4	DB09304	Setiptiline
HTR6	DB09304	Setiptiline
HTR7	DB09304	Setiptiline
ADRA2A	DB09304	Setiptiline
ADRA2B	DB09304	Setiptiline
ADRA2C	DB09304	Setiptiline
F13B	DB09310	Catridecacog
ESR1	DB09317	Synthetic Conjugated Estrogens, A
ESR1	DB09318	Synthetic Conjugated Estrogens, B
DPYD	DB09327	Tegafur-uracil
TYMS	DB09327	Tegafur-uracil
VWF	DB09329	Antihemophilic factor (recombinant), PEGylated
EGFR	DB09330	Osimertinib
CD38	DB09331	Daratumumab
PROC	DB09332	Kappadione
PROS1	DB09332	Kappadione
F9	DB09332	Kappadione
GGCX	DB09332	Kappadione
F7	DB09332	Kappadione
F10	DB09332	Kappadione
F2	DB09332	Kappadione
DIO3	DB09333	Iopodic acid
MC2R	DB09334	Seractide acetate
EPCAM	DB09336	Technetium Tc-99m nofetumomab merpentan
MS4A1	DB09336	Technetium Tc-99m nofetumomab merpentan
ALPL	DB09338	Mersalyl
SLC16A1	DB09338	Mersalyl
AQP1	DB09338	Mersalyl
SCN1A	DB09342	Propoxycaine
SCN10A	DB09342	Propoxycaine
SCN11A	DB09342	Propoxycaine
SCN2A	DB09342	Propoxycaine
SCN3A	DB09342	Propoxycaine
SCN4A	DB09342	Propoxycaine
SCN5A	DB09342	Propoxycaine
SCN7A	DB09342	Propoxycaine
SCN8A	DB09342	Propoxycaine
SCN9A	DB09342	Propoxycaine
TYMP	DB09343	Tipiracil
SCN1A	DB09345	Pramocaine
SCN10A	DB09345	Pramocaine
SCN11A	DB09345	Pramocaine
SCN2A	DB09345	Pramocaine
SCN3A	DB09345	Pramocaine
SCN4A	DB09345	Pramocaine
SCN5A	DB09345	Pramocaine
SCN7A	DB09345	Pramocaine
SCN8A	DB09345	Pramocaine
SCN9A	DB09345	Pramocaine
ADRB1	DB09351	Levobetaxolol
SLC18A2	DB09363	Rauwolfia serpentina root
ESR1	DB09369	Polyestradiol phosphate
SHBG	DB09371	Norethynodrel
AR	DB09371	Norethynodrel
ESR1	DB09371	Norethynodrel
SRD5A1	DB09389	Norgestrel
PGR	DB09389	Norgestrel
AR	DB09389	Norgestrel
GUCY1A1	DB09401	Isosorbide
GUCY1A2	DB09401	Isosorbide
GUCY1B1	DB09401	Isosorbide
GUCY1B2	DB09401	Isosorbide
GRIN1	DB09409	Magnesium acetate tetrahydrate
GRIN2A	DB09409	Magnesium acetate tetrahydrate
GRIN2B	DB09409	Magnesium acetate tetrahydrate
GRIN2C	DB09409	Magnesium acetate tetrahydrate
GRIN2D	DB09409	Magnesium acetate tetrahydrate
GRIN3A	DB09409	Magnesium acetate tetrahydrate
GRIN3B	DB09409	Magnesium acetate tetrahydrate
SLC5A5	DB09418	Potassium perchlorate
TRHR	DB09421	Protirelin
PPARA	DB09422	Soybean oil
INSR	DB09456	Insulin beef
IGF1R	DB09456	Insulin beef
CA9	DB09460	Sodium carbonate
CA4	DB09460	Sodium carbonate
CA1	DB09460	Sodium carbonate
CA2	DB09460	Sodium carbonate
NAGA	DB09462	Glycerin
ITPR1	DB09462	Glycerin
TRDMT1	DB09462	Glycerin
PAPSS1	DB09462	Glycerin
PAEP	DB09462	Glycerin
ISYNA1	DB09462	Glycerin
GSTZ1	DB09462	Glycerin
ARF1	DB09462	Glycerin
ADH1B	DB09462	Glycerin
PLA2G2E	DB09462	Glycerin
PPARD	DB09462	Glycerin
CA1	DB09472	Sodium sulfate
CA2	DB09472	Sodium sulfate
BDKRB1	DB09477	Enalaprilat
ACE	DB09477	Enalaprilat
GRIN1	DB09481	Magnesium carbonate
GRIN2A	DB09481	Magnesium carbonate
GRIN2B	DB09481	Magnesium carbonate
GRIN2C	DB09481	Magnesium carbonate
GRIN2D	DB09481	Magnesium carbonate
GRIN3A	DB09481	Magnesium carbonate
GRIN3B	DB09481	Magnesium carbonate
HRH1	DB09488	Acrivastine
FTL	DB09517	Sodium ferric gluconate complex
HBB	DB09517	Sodium ferric gluconate complex
HBA1	DB09517	Sodium ferric gluconate complex
TYR	DB09526	Hydroquinone
SCTR	DB09532	Secretin human
ESR2	DB09535	Octocrylene
ESR1	DB09535	Octocrylene
MARCO	DB09536	Titanium dioxide
SREBF1	DB09539	Omega-3-acid ethyl esters
ATP6V1C1	DB09552	Thonzonium
HRH1	DB09555	Dexchlorpheniramine maleate
EGFR	DB09559	Necitumumab
INSR	DB09564	Insulin degludec
IGF1R	DB09564	Insulin degludec
ELOVL4	DB09568	Omega-3-carboxylic acids
DGAT2	DB09568	Omega-3-carboxylic acids
LPL	DB09568	Omega-3-carboxylic acids
HSD17B10	DB09568	Omega-3-carboxylic acids
HADH	DB09568	Omega-3-carboxylic acids
ECHS1	DB09568	Omega-3-carboxylic acids
TGFBR2	DB10770	Foreskin fibroblast (neonatal)
IL1R1	DB10770	Foreskin fibroblast (neonatal)
CSF2RA	DB10770	Foreskin fibroblast (neonatal)
TGFB1	DB10770	Foreskin fibroblast (neonatal)
IFNG	DB10770	Foreskin fibroblast (neonatal)
IL6	DB10770	Foreskin fibroblast (neonatal)
FGF1	DB10770	Foreskin fibroblast (neonatal)
FGFR2	DB10770	Foreskin fibroblast (neonatal)
PDGFRB	DB10770	Foreskin fibroblast (neonatal)
FLT1	DB10770	Foreskin fibroblast (neonatal)
TNF	DB10770	Foreskin fibroblast (neonatal)
TGFBR2	DB10772	Foreskin keratinocyte (neonatal)
CSF2RA	DB10772	Foreskin keratinocyte (neonatal)
TGFB1	DB10772	Foreskin keratinocyte (neonatal)
IFNG	DB10772	Foreskin keratinocyte (neonatal)
IL6	DB10772	Foreskin keratinocyte (neonatal)
FGF1	DB10772	Foreskin keratinocyte (neonatal)
FGFR2	DB10772	Foreskin keratinocyte (neonatal)
PDGFRA	DB10772	Foreskin keratinocyte (neonatal)
IL1B	DB10772	Foreskin keratinocyte (neonatal)
VEGFA	DB10772	Foreskin keratinocyte (neonatal)
EGFR	DB10772	Foreskin keratinocyte (neonatal)
TNF	DB10772	Foreskin keratinocyte (neonatal)
SLC2A1	DB11059	Carboxymethylcellulose
PGR	DB11064	Homosalate
AR	DB11064	Homosalate
ESR1	DB11064	Homosalate
PTGS2	DB11071	Phenyl salicylate
PTGS1	DB11071	Phenyl salicylate
EPCAM	DB11075	Hypromellose
HTATIP2	DB11077	Polyethylene glycol 400
ENPP1	DB11077	Polyethylene glycol 400
PTGS2	DB11079	Trolamine salicylate
PTGS1	DB11079	Trolamine salicylate
GLUD1	DB11081	Aluminum chloride
TPO	DB11085	Resorcinol
NR1I2	DB11087	Pyrethrum extract
KCNH2	DB11090	Potassium nitrate
SPARC	DB11093	Calcium citrate
S100A6	DB11093	Calcium citrate
NCS1	DB11093	Calcium citrate
RGN	DB11093	Calcium citrate
NRXN1	DB11093	Calcium citrate
CIB1	DB11093	Calcium citrate
SRI	DB11093	Calcium citrate
CHP1	DB11093	Calcium citrate
FBN2	DB11093	Calcium citrate
CASQ2	DB11093	Calcium citrate
PEF1	DB11093	Calcium citrate
TPT1	DB11093	Calcium citrate
CIB2	DB11093	Calcium citrate
CASQ1	DB11093	Calcium citrate
NUCB1	DB11093	Calcium citrate
NUCB2	DB11093	Calcium citrate
FBN3	DB11093	Calcium citrate
GCA	DB11093	Calcium citrate
CADPS	DB11093	Calcium citrate
CALM2	DB11093	Calcium citrate
CALM3	DB11093	Calcium citrate
S100A16	DB11093	Calcium citrate
CALB2	DB11093	Calcium citrate
CAPS	DB11093	Calcium citrate
CADPS2	DB11093	Calcium citrate
CALR3	DB11093	Calcium citrate
PDCD6	DB11093	Calcium citrate
CANX	DB11093	Calcium citrate
S100A13	DB11093	Calcium citrate
CASR	DB11093	Calcium citrate
CALR	DB11093	Calcium citrate
S100B	DB11093	Calcium citrate
CALM1	DB11093	Calcium citrate
GC	DB11094	Vitamin D
VDR	DB11094	Vitamin D
PTGER4	DB11113	Castor oil
PTGER3	DB11113	Castor oil
MAPK1	DB11120	Turpentine
ADRB3	DB11124	Racepinephrine
ADRA2C	DB11124	Racepinephrine
ADRA1D	DB11124	Racepinephrine
ADRA2B	DB11124	Racepinephrine
ADRA1B	DB11124	Racepinephrine
ADRB1	DB11124	Racepinephrine
ADRA2A	DB11124	Racepinephrine
ADRB2	DB11124	Racepinephrine
ADRA1A	DB11124	Racepinephrine
OPRD1	DB11130	Opium
OPRK1	DB11130	Opium
OPRM1	DB11130	Opium
TRPV1	DB11131	Capsicum oleoresin
MARCO	DB11132	Silicon dioxide
SREBF1	DB11133	Omega-3 fatty acids
PPARA	DB11133	Omega-3 fatty acids
PPARG	DB11133	Omega-3 fatty acids
CYB5A	DB11136	Chromium
KCNJ1	DB11148	Butamben
KCNJ10	DB11148	Butamben
KCNJ11	DB11148	Butamben
KCNJ12	DB11148	Butamben
KCNJ14	DB11148	Butamben
KCNJ15	DB11148	Butamben
KCNJ8	DB11148	Butamben
TRPV4	DB11148	Butamben
TRPA1	DB11148	Butamben
CACNG1	DB11148	Butamben
CACNG2	DB11148	Butamben
CACNG3	DB11148	Butamben
CACNG4	DB11148	Butamben
CACNG5	DB11148	Butamben
CACNG6	DB11148	Butamben
CACNG7	DB11148	Butamben
CACNG8	DB11148	Butamben
CACNA2D1	DB11148	Butamben
CACNA2D2	DB11148	Butamben
CACNA2D3	DB11148	Butamben
CACNA2D4	DB11148	Butamben
CACNA1C	DB11148	Butamben
CACNA1D	DB11148	Butamben
CACNA1F	DB11148	Butamben
CACNA1S	DB11148	Butamben
CACNB1	DB11148	Butamben
CACNB2	DB11148	Butamben
CACNB3	DB11148	Butamben
CACNB4	DB11148	Butamben
CACNA1B	DB11148	Butamben
CACNA1A	DB11148	Butamben
CACNA1E	DB11148	Butamben
CACNA1G	DB11148	Butamben
CACNA1H	DB11148	Butamben
CACNA1I	DB11148	Butamben
GPR35	DB11156	Pyrantel
CHRM1	DB11156	Pyrantel
KRT12	DB11157	Anthralin
KRT2	DB11157	Anthralin
MAPK8IP1	DB11157	Anthralin
F10	DB11166	Antithrombin Alfa
F2	DB11166	Antithrombin Alfa
CHRM5	DB11181	Homatropine
CHRM4	DB11181	Homatropine
CHRM3	DB11181	Homatropine
CHRM2	DB11181	Homatropine
CHRM1	DB11181	Homatropine
SCN1A	DB11186	Pentoxyverine
SCN10A	DB11186	Pentoxyverine
SCN11A	DB11186	Pentoxyverine
SCN2A	DB11186	Pentoxyverine
SCN3A	DB11186	Pentoxyverine
SCN4A	DB11186	Pentoxyverine
SCN5A	DB11186	Pentoxyverine
SCN7A	DB11186	Pentoxyverine
SCN8A	DB11186	Pentoxyverine
SCN9A	DB11186	Pentoxyverine
SIGMAR1	DB11186	Pentoxyverine
KCNH2	DB11186	Pentoxyverine
OPRK1	DB11186	Pentoxyverine
OPRM1	DB11186	Pentoxyverine
TLR4	DB11193	Papain
PTGS2	DB11201	Menthyl salicylate
PTGS1	DB11201	Menthyl salicylate
TYR	DB11217	Arbutin
PGR	DB11219	Enzacamene
ESR2	DB11219	Enzacamene
AR	DB11219	Enzacamene
ESR1	DB11219	Enzacamene
SHBG	DB11221	Dioxybenzone
CHRM5	DB11235	Thonzylamine
CHRM4	DB11235	Thonzylamine
CHRM3	DB11235	Thonzylamine
CHRM2	DB11235	Thonzylamine
CHRM1	DB11235	Thonzylamine
HRH1	DB11235	Thonzylamine
TGM2	DB11254	Hexylresorcinol
TYR	DB11254	Hexylresorcinol
TOP1	DB11254	Hexylresorcinol
HTR1A	DB11273	Dihydroergocornine
HTR1B	DB11273	Dihydroergocornine
HTR1D	DB11273	Dihydroergocornine
HTR1E	DB11273	Dihydroergocornine
HTR1F	DB11273	Dihydroergocornine
HTR2A	DB11273	Dihydroergocornine
HTR2B	DB11273	Dihydroergocornine
HTR2C	DB11273	Dihydroergocornine
HTR3A	DB11273	Dihydroergocornine
HTR3B	DB11273	Dihydroergocornine
HTR3C	DB11273	Dihydroergocornine
HTR3D	DB11273	Dihydroergocornine
HTR3E	DB11273	Dihydroergocornine
HTR4	DB11273	Dihydroergocornine
HTR6	DB11273	Dihydroergocornine
HTR7	DB11273	Dihydroergocornine
ADRA1A	DB11273	Dihydroergocornine
ADRA1B	DB11273	Dihydroergocornine
ADRA1D	DB11273	Dihydroergocornine
ADRA2A	DB11273	Dihydroergocornine
ADRA2B	DB11273	Dihydroergocornine
ADRA2C	DB11273	Dihydroergocornine
ADRB1	DB11273	Dihydroergocornine
ADRB2	DB11273	Dihydroergocornine
ADRB3	DB11273	Dihydroergocornine
DRD1	DB11274	Dihydro-alpha-ergocryptine
DRD5	DB11274	Dihydro-alpha-ergocryptine
DRD3	DB11274	Dihydro-alpha-ergocryptine
DRD2	DB11274	Dihydro-alpha-ergocryptine
DRD1	DB11275	Epicriptine
DRD5	DB11275	Epicriptine
DRD2	DB11275	Epicriptine
DRD3	DB11275	Epicriptine
DRD4	DB11275	Epicriptine
ADRA1A	DB11278	DL-Methylephedrine
ADRA1B	DB11278	DL-Methylephedrine
ADRA1D	DB11278	DL-Methylephedrine
ADRA2A	DB11278	DL-Methylephedrine
ADRA2B	DB11278	DL-Methylephedrine
ADRA2C	DB11278	DL-Methylephedrine
ADRB1	DB11278	DL-Methylephedrine
ADRB2	DB11278	DL-Methylephedrine
ADRB3	DB11278	DL-Methylephedrine
HLA-A	DB11294	Coccidioides immitis spherule
HLA-B	DB11294	Coccidioides immitis spherule
HLA-DRA	DB11294	Coccidioides immitis spherule
HLA-DRB3	DB11294	Coccidioides immitis spherule
HLA-DRB4	DB11294	Coccidioides immitis spherule
HLA-DRB5	DB11294	Coccidioides immitis spherule
HLA-DRB1	DB11294	Coccidioides immitis spherule
FGG	DB11300	Thrombin
F2RL3	DB11300	Thrombin
F13A1	DB11300	Thrombin
FGB	DB11300	Thrombin
F5	DB11300	Thrombin
F13B	DB11300	Thrombin
F8	DB11300	Thrombin
F2R	DB11300	Thrombin
FGA	DB11300	Thrombin
F11	DB11300	Thrombin
CPB2	DB11311	Prothrombin
F13A1	DB11311	Prothrombin
FGB	DB11311	Prothrombin
FGA	DB11311	Prothrombin
F5	DB11312	Protein C
F8	DB11312	Protein C
PTGS2	DB11323	Glycol salicylate
PTGS1	DB11323	Glycol salicylate
TRPV1	DB11324	Nonivamide
NOS2	DB11327	Dipyrithione
PTGS2	DB11327	Dipyrithione
PROCR	DB11328	Tetradecyl hydrogen sulfate (ester)
COL1A1	DB11338	Clove oil
CXCL10	DB11338	Clove oil
VCAM1	DB11338	Clove oil
CSF2RA	DB11338	Clove oil
TRPM8	DB11345	(S)-camphor
TRPA1	DB11345	(S)-camphor
TRPV3	DB11345	(S)-camphor
TRPV1	DB11345	(S)-camphor
SPARC	DB11348	Calcium Phosphate
S100A6	DB11348	Calcium Phosphate
NCS1	DB11348	Calcium Phosphate
RGN	DB11348	Calcium Phosphate
NRXN1	DB11348	Calcium Phosphate
CIB1	DB11348	Calcium Phosphate
SRI	DB11348	Calcium Phosphate
CHP1	DB11348	Calcium Phosphate
FBN2	DB11348	Calcium Phosphate
CASQ2	DB11348	Calcium Phosphate
PEF1	DB11348	Calcium Phosphate
TPT1	DB11348	Calcium Phosphate
CIB2	DB11348	Calcium Phosphate
CASQ1	DB11348	Calcium Phosphate
NUCB1	DB11348	Calcium Phosphate
NUCB2	DB11348	Calcium Phosphate
FBN3	DB11348	Calcium Phosphate
GCA	DB11348	Calcium Phosphate
CADPS	DB11348	Calcium Phosphate
CALM2	DB11348	Calcium Phosphate
CALM3	DB11348	Calcium Phosphate
S100A16	DB11348	Calcium Phosphate
CALB2	DB11348	Calcium Phosphate
CAPS	DB11348	Calcium Phosphate
CADPS2	DB11348	Calcium Phosphate
CALR3	DB11348	Calcium Phosphate
PDCD6	DB11348	Calcium Phosphate
CANX	DB11348	Calcium Phosphate
S100A13	DB11348	Calcium Phosphate
CASR	DB11348	Calcium Phosphate
CALR	DB11348	Calcium Phosphate
S100B	DB11348	Calcium Phosphate
CALM1	DB11348	Calcium Phosphate
ALB	DB11359	Guaiacol
PTGIR	DB11362	Selexipag
ALK	DB11363	Alectinib
AQP3	DB11365	Sennosides
KCNH2	DB11386	Chlorobutanol
TF	DB11397	Dichlorvos
BCHE	DB11397	Dichlorvos
CHRFAM7A	DB11421	Imidacloprid
AR	DB11429	Mibolerone
AR	DB11447	Phenothiazine
ADRA2A	DB11477	Xylazine
ADRA2B	DB11477	Xylazine
ADRA2C	DB11477	Xylazine
SHBG	DB11478	Zeranol
ESR1	DB11478	Zeranol
TPO	DB11496	2-mercaptobenzothiazole
ESR1	DB11541	Ractopamine
SLC22A12	DB11560	Lesinurad
SLC22A11	DB11560	Lesinurad
INSR	DB11564	Insulin argine
IGF1R	DB11564	Insulin argine
INSR	DB11567	Insulin peglispro
IGF1R	DB11567	Insulin peglispro
INSR	DB11568	Insulin tregopil
IGF1R	DB11568	Insulin tregopil
IL17A	DB11569	Ixekizumab
FGG	DB11571	Human thrombin
F13A1	DB11571	Human thrombin
FGB	DB11571	Human thrombin
F13B	DB11571	Human thrombin
F5	DB11571	Human thrombin
F8	DB11571	Human thrombin
FGA	DB11571	Human thrombin
F11	DB11571	Human thrombin
FGG	DB11572	Thrombin alfa
FGB	DB11572	Thrombin alfa
F5	DB11572	Thrombin alfa
F8	DB11572	Thrombin alfa
FGA	DB11572	Thrombin alfa
ADRA1A	DB11577	Indigotindisulfonic acid
ADRA1B	DB11577	Indigotindisulfonic acid
ADRA1D	DB11577	Indigotindisulfonic acid
ADRA2A	DB11577	Indigotindisulfonic acid
ADRA2B	DB11577	Indigotindisulfonic acid
ADRA2C	DB11577	Indigotindisulfonic acid
AHR	DB11577	Indigotindisulfonic acid
C5	DB11580	Ravulizumab
BCL2	DB11581	Venetoclax
TNFSF11	DB11582	Thiocolchicoside
GLRA1	DB11582	Thiocolchicoside
GABRA1	DB11582	Thiocolchicoside
GABRA2	DB11582	Thiocolchicoside
GABRA3	DB11582	Thiocolchicoside
GABRA4	DB11582	Thiocolchicoside
GABRA5	DB11582	Thiocolchicoside
GABRA6	DB11582	Thiocolchicoside
GABRB1	DB11582	Thiocolchicoside
GABRB2	DB11582	Thiocolchicoside
GABRB3	DB11582	Thiocolchicoside
GABRD	DB11582	Thiocolchicoside
GABRE	DB11582	Thiocolchicoside
GABRG1	DB11582	Thiocolchicoside
GABRG2	DB11582	Thiocolchicoside
GABRG3	DB11582	Thiocolchicoside
GABRP	DB11582	Thiocolchicoside
GABRQ	DB11582	Thiocolchicoside
DRD1	DB11584	Pipradrol
DRD5	DB11584	Pipradrol
ADRB2	DB11587	Etafedrine
MB	DB11588	Carbon monoxide
FXYD2	DB11590	Thimerosal
SLC7A11	DB11590	Thimerosal
MTR	DB11590	Thimerosal
HRH1	DB11591	Bilastine
CD274	DB11595	Atezolizumab
RHD	DB11597	Human Rho(D) immune globulin
SERPINC1	DB11598	Antithrombin III human
TLR2	DB11601	Tuberculin purified protein derivative
NR1H4	DB11605	Myrrh
PPARA	DB11605	Myrrh
NR1I2	DB11605	Myrrh
VWF	DB11606	Susoctocog alfa
VWF	DB11607	Efmoroctocog alfa
ITGAL	DB11611	Lifitegrast
PTAFR	DB11614	Rupatadine
HRH1	DB11614	Rupatadine
GNRHR	DB11619	Gestrinone
SHBG	DB11619	Gestrinone
PGR	DB11619	Gestrinone
NR3C1	DB11619	Gestrinone
AR	DB11619	Gestrinone
ESR1	DB11619	Gestrinone
MME	DB11623	Candoxatrilat
TNFRSF1B	DB11626	Tasonermin
TNFRSF1A	DB11626	Tasonermin
COMT	DB11632	Opicapone
KCNJ9	DB11633	Isavuconazole
KCNA5	DB11633	Isavuconazole
KCNJ6	DB11633	Isavuconazole
KCNQ1	DB11633	Isavuconazole
KCNJ11	DB11633	Isavuconazole
KCND3	DB11633	Isavuconazole
CACNA1C	DB11633	Isavuconazole
SCN5A	DB11633	Isavuconazole
KCNH2	DB11633	Isavuconazole
ABCB1	DB11635	Tocofersolan
NPEPPS	DB11638	Artenimol
VIM	DB11638	Artenimol
SRP14	DB11638	Artenimol
DDX39B	DB11638	Artenimol
FTO	DB11638	Artenimol
DPYSL2	DB11638	Artenimol
ATP5L	DB11638	Artenimol
HNRNPK	DB11638	Artenimol
TPM1	DB11638	Artenimol
ATP5O	DB11638	Artenimol
CSRP1	DB11638	Artenimol
FLNA	DB11638	Artenimol
HNRNPD	DB11638	Artenimol
HP1BP3	DB11638	Artenimol
IQGAP1	DB11638	Artenimol
NPM1	DB11638	Artenimol
RPL10	DB11638	Artenimol
RPL14	DB11638	Artenimol
RPL18	DB11638	Artenimol
RPL35	DB11638	Artenimol
RPL4	DB11638	Artenimol
RPS13	DB11638	Artenimol
RPS17	DB11638	Artenimol
RPS18	DB11638	Artenimol
RPS19	DB11638	Artenimol
RPS28	DB11638	Artenimol
RPS5	DB11638	Artenimol
RPS6	DB11638	Artenimol
RPS8	DB11638	Artenimol
RPS9	DB11638	Artenimol
SF1	DB11638	Artenimol
SNRPD2	DB11638	Artenimol
SRSF4	DB11638	Artenimol
TAGLN2	DB11638	Artenimol
ZYX	DB11638	Artenimol
TAGLN	DB11638	Artenimol
MYH9	DB11638	Artenimol
DDX5	DB11638	Artenimol
ALDH7A1	DB11638	Artenimol
CAST	DB11638	Artenimol
TUBB6	DB11638	Artenimol
HSPB1	DB11638	Artenimol
PFN1	DB11638	Artenimol
CCT3	DB11638	Artenimol
ACTG1	DB11638	Artenimol
CLIC1	DB11638	Artenimol
HNRNPA2B1	DB11638	Artenimol
SFPQ	DB11638	Artenimol
PGAM1	DB11638	Artenimol
DSP	DB11638	Artenimol
KHSRP	DB11638	Artenimol
MDH1	DB11638	Artenimol
MAP4	DB11638	Artenimol
CFL1	DB11638	Artenimol
ENO1	DB11638	Artenimol
PRDX1	DB11638	Artenimol
SHMT2	DB11638	Artenimol
G6PD	DB11638	Artenimol
ANXA2	DB11638	Artenimol
P4HB	DB11638	Artenimol
HSPA8	DB11638	Artenimol
RPL23A	DB11638	Artenimol
PGK1	DB11638	Artenimol
LGALS1	DB11638	Artenimol
EEF1A1	DB11638	Artenimol
LDHB	DB11638	Artenimol
TUBB4A	DB11638	Artenimol
GAPDHS	DB11638	Artenimol
ALDOA	DB11638	Artenimol
ATP5A1	DB11638	Artenimol
LDHA	DB11638	Artenimol
ALB	DB11638	Artenimol
GAPDH	DB11638	Artenimol
PPIA	DB11638	Artenimol
PKM	DB11638	Artenimol
CYCS	DB11638	Artenimol
TUBA1A	DB11638	Artenimol
GPI	DB11638	Artenimol
TUBB	DB11638	Artenimol
TPI1	DB11638	Artenimol
BMPR1A	DB11639	Dibotermin alfa
BMPR2	DB11639	Dibotermin alfa
KCNA1	DB11640	Amifampridine
TUBB	DB11641	Vinflunine
HRH3	DB11642	Pitolisant
KCNH2	DB11642	Pitolisant
TTR	DB11644	Tafamidis
ERBB3	DB11652	Tucatinib
ERBB2	DB11652	Tucatinib
MC4R	DB11653	Bremelanotide
MC3R	DB11653	Bremelanotide
MC5R	DB11653	Bremelanotide
MC1R	DB11653	Bremelanotide
MC2R	DB11653	Bremelanotide
PTGFR	DB11660	Latanoprostene bunod
ABCC5	DB11672	Curcumin
CBR1	DB11672	Curcumin
GSTP1	DB11672	Curcumin
VDR	DB11672	Curcumin
PPARG	DB11672	Curcumin
SHBG	DB11674	Equol
ESR2	DB11674	Equol
MAP2K2	DB11689	Selumetinib
MAP2K1	DB11689	Selumetinib
OPRD1	DB11691	Naldemedine
OPRK1	DB11691	Naldemedine
OPRM1	DB11691	Naldemedine
TACR3	DB11692	Pavinetant
PPP3R1	DB11693	Voclosporin
CAMLG	DB11693	Voclosporin
PPP3R2	DB11693	Voclosporin
HTR3A	DB11699	Tropisetron
MC4R	DB11700	Setmelanotide
BTK	DB11703	Acalabrutinib
CFTR	DB11712	Tezacaftor
CD274	DB11714	Durvalumab
CCND1	DB11718	Encorafenib
BRAF	DB11718	Encorafenib
DPP4	DB11723	Dutogliptin
CHRNA7	DB11726	Encenicline
CDK4	DB11730	Ribociclib
CDK6	DB11730	Ribociclib
TUBB	DB11731	Depatuxizumab mafodotin
EGFR	DB11731	Depatuxizumab mafodotin
HTR1F	DB11732	Lasmiditan
EGFR	DB11737	Icotinib
ADRA2A	DB11738	Rilmenidine
WEE1	DB11740	MK-1775
CNR1	DB11745	Otenabant
CASP8	DB11752	Bryostatin 1
PRKD1	DB11752	Bryostatin 1
PRKCE	DB11752	Bryostatin 1
CD86	DB11752	Bryostatin 1
CCND1	DB11752	Bryostatin 1
PRKCA	DB11752	Bryostatin 1
TNF	DB11752	Bryostatin 1
PTGS2	DB11752	Bryostatin 1
TRPV2	DB11755	Tetrahydrocannabivarin
GPR55	DB11755	Tetrahydrocannabivarin
TRPM8	DB11755	Tetrahydrocannabivarin
CNR2	DB11755	Tetrahydrocannabivarin
TRPA1	DB11755	Tetrahydrocannabivarin
CNR1	DB11755	Tetrahydrocannabivarin
